REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1920,CA,Mixed grains,44.0,2015.0,661750.0,328500.0,29236
1920,CA,Oats,34.0,1275.0,8184500.0,6413850.0,280115
1920,CA,"Peas, dry",89.0,1270.0,96050.0,75500.0,8534
1920,CA,"Rye, all",53.0,1090.0,287102.0,262921.0,15086
1920,CA,Sugar beets,1.41,25400.0,374100.0,14700.0,5279
1920,CA,Tame hay,2.87,2940.0,12630000.0,4300000.0,362054
1920,CA,"Wheat, all",60.0,970.0,7162350.0,7379400.0,427357
1920,NB,Barley,65.0,1275.0,4200.0,3300.0,274
1920,NB,"Beans, all dry (white and coloured)",123.0,1085.0,1900.0,1750.0,234
1920,NB,Buckwheat,67.0,1225.0,32900.0,26850.0,2189
1920,NB,Corn for silage,1.1,18100.0,38000.0,2100.0,419
1920,NB,Mixed grains,58.0,1465.0,2050.0,1400.0,118
1920,NB,Oats,39.0,1125.0,140600.0,125100.0,5471
1920,NB,"Peas, dry",87.0,1000.0,1150.0,1150.0,100
1920,NB,"Rye, all",59.0,845.0,102.0,121.0,6
1920,NB,Tame hay,3.07,2690.0,791000.0,294000.0,24294
1920,NB,"Wheat, all",77.0,1060.0,12650.0,11950.0,980
1920,NS,Barley,70.0,1400.0,6500.0,4650.0,452
1920,NS,"Beans, all dry (white and coloured)",219.0,1270.0,2350.0,1850.0,515
1920,NS,Buckwheat,63.0,1200.0,6350.0,5300.0,397
1920,NS,Corn for silage,1.05,18330.0,11000.0,600.0,116
1920,NS,Mixed grains,65.0,1640.0,4100.0,2500.0,265
1920,NS,Oats,65.0,1155.0,71500.0,61900.0,4614
1920,NS,"Peas, dry",142.0,1375.0,550.0,400.0,78
1920,NS,"Rye, all",55.0,1000.0,200.0,200.0,11
1920,NS,Tame hay,2.9,3360.0,860000.0,256000.0,24966
1920,NS,"Wheat, all",79.0,1320.0,13950.0,10550.0,1098
1920,ON,Barley,43.0,1850.0,362700.0,196000.0,15653
1920,ON,"Beans, all dry (white and coloured)",115.0,1120.0,10300.0,9200.0,1181
1920,ON,Buckwheat,49.0,1195.0,69450.0,58000.0,3410
1920,ON,Corn for grain,44.0,3315.0,328000.0,99000.0,14335
1920,ON,Corn for silage,0.76,23270.0,4235000.0,182000.0,31976
1920,ON,Flaxseed,96.0,665.0,5700.0,8550.0,546
1920,ON,Mixed grains,39.0,2230.0,524800.0,235400.0,20709
1920,ON,Oats,37.0,1710.0,1992100.0,1165500.0,74670
1920,ON,"Peas, dry",73.0,1360.0,60150.0,44200.0,4419
1920,ON,"Rye, all",53.0,1110.0,59700.0,53900.0,3176
1920,ON,Sugar beets,1.41,25400.0,374100.0,14700.0,5279
1920,ON,Tame hay,2.67,2950.0,4408000.0,1496000.0,117740
1920,ON,"Wheat, all",69.0,1500.0,624900.0,417200.0,43003
1920,ON,"Wheat, spring",67.0,1125.0,121900.0,108200.0,8113
1920,SK,Barley,30.0,1090.0,229000.0,210000.0,6931
1920,SK,"Beans, all dry (white and coloured)",135.0,1335.0,400.0,300.0,54
1920,SK,Corn for silage,1.98,838.0,57000.0,6800.0,1127
1920,SK,Flaxseed,72.0,315.0,144900.0,462000.0,10383
1920,SK,Mixed grains,61.0,1705.0,12600.0,7400.0,769
1920,SK,Oats,27.0,1055.0,2183000.0,2067000.0,58035
1920,SK,"Peas, dry",73.0,1000.0,1000.0,1000.0,73
1920,SK,"Rye, all",50.0,915.0,64000.0,70000.0,3194
1920,SK,Tame hay,1.18,3190.0,319000.0,100000.0,3755
1920,SK,"Wheat, all",57.0,755.0,3079000.0,4072000.0,175360
1921,AB,Barley,15.0,1105.0,254000.0,230000.0,3730
1921,AB,"Beans, all dry (white and coloured)",87.0,1500.0,150.0,100.0,13
1921,AB,Corn for silage,0.44,22860.0,64000.0,2800.0,280
1921,AB,Flaxseed,51.0,390.0,4300.0,11000.0,219
1921,AB,Mixed grains,13.0,1150.0,4600.0,4000.0,60
1921,AB,Oats,16.0,840.0,990000.0,1178000.0,15406
1921,AB,"Peas, dry",73.0,1550.0,1550.0,1000.0,113
1921,AB,"Rye, all",24.0,565.0,51000.0,90000.0,1239
1921,AB,Sugar beets,0.0,0.0,0.0,0.0,0
1921,AB,Tame hay,1.13,2300.0,460000.0,200000.0,5179
1921,AB,"Wheat, all",28.0,695.0,1444000.0,2073000.0,40756
1921,BC,"Beans, all dry (white and coloured)",82.0,1445.0,650.0,450.0,53
1921,BC,Corn for silage,1.57,22630.0,43000.0,1900.0,677
1921,BC,Mixed grains,37.0,1715.0,3950.0,2300.0,145
1921,BC,Oats,37.0,1855.0,42500.0,22900.0,1571
1921,BC,"Peas, dry",81.0,1590.0,1750.0,1100.0,141
1921,BC,"Rye, all",43.0,1390.0,3200.0,2300.0,139
1921,BC,Tame hay,2.61,5390.0,329000.0,61000.0,8599
1921,BC,"Wheat, all",45.0,1705.0,32100.0,18800.0,1435
1921,CA,Barley,22.0,1150.0,1301250.0,1130800.0,28254
1921,CA,"Beans, all dry (white and coloured)",106.0,1175.0,29650.0,25250.0,3156
1921,CA,Buckwheat,41.0,1225.0,179150.0,146000.0,7285
1921,CA,Corn for grain,33.0,3165.0,378600.0,119700.0,12317
1921,CA,Corn for silage,0.78,24420.0,5774000.0,236400.0,44881
1921,CA,Flaxseed,57.0,485.0,104300.0,215550.0,5938
1921,CA,Mixed grains,31.0,1305.0,454500.0,348450.0,13901
1921,CA,Oats,22.0,960.0,6574250.0,6858500.0,146395
1921,CA,"Peas, dry",72.0,965.0,75400.0,78200.0,5439
1921,CA,"Rye, all",28.0,730.0,545503.0,745502.0,15399
1921,CA,Sugar beets,0.72,21100.0,243100.0,11500.0,1742
1921,CA,Tame hay,2.57,2480.0,10913000.0,4408000.0,280975
1921,CA,"Wheat, all",30.0,870.0,8189050.0,9412550.0,242936
1921,NB,Barley,51.0,915.0,3300.0,3600.0,168
1921,NB,"Beans, all dry (white and coloured)",145.0,840.0,800.0,950.0,116
1921,NB,Buckwheat,46.0,1195.0,24100.0,20150.0,1108
1921,NB,Corn for silage,1.08,16000.0,24000.0,1500.0,260
1921,NB,Mixed grains,43.0,1180.0,1950.0,1650.0,84
1921,NB,Oats,42.0,955.0,109750.0,115200.0,4627
1921,NB,"Peas, dry",81.0,880.0,750.0,850.0,61
1921,NB,"Rye, all",39.0,1005.0,203.0,202.0,8
1921,NB,Tame hay,2.76,2020.0,567000.0,281000.0,15625
1921,NB,"Wheat, all",55.0,1020.0,11600.0,11350.0,641
1921,NS,Barley,53.0,1245.0,4350.0,3500.0,232
1921,NS,"Beans, all dry (white and coloured)",158.0,1335.0,1600.0,1200.0,252
1921,NS,Buckwheat,49.0,1105.0,4200.0,3800.0,204
1921,NS,Corn for silage,0.63,15000.0,9000.0,600.0,57
1921,NS,Mixed grains,47.0,1525.0,2900.0,1900.0,137
1921,NS,Oats,48.0,1095.0,60550.0,55400.0,2897
1921,NS,"Peas, dry",126.0,1165.0,350.0,300.0,44
1921,NS,"Rye, all",80.0,500.0,100.0,200.0,8
1921,NS,Tame hay,2.54,3030.0,700000.0,231000.0,17749
1921,NS,"Wheat, all",52.0,1040.0,6850.0,6600.0,357
1921,ON,Barley,29.0,1180.0,221000.0,187000.0,6390
1921,ON,"Beans, all dry (white and coloured)",87.0,1085.0,11600.0,10700.0,1006
1921,ON,Buckwheat,33.0,1220.0,73000.0,59900.0,2416
1921,ON,Corn for grain,31.0,3405.0,344000.0,101000.0,10750
1921,ON,Corn for silage,0.72,25710.0,4550000.0,177000.0,32598
1921,ON,Flaxseed,62.0,555.0,1700.0,3050.0,105
1921,ON,Mixed grains,28.0,1320.0,330400.0,250200.0,9373
1921,ON,Oats,30.0,895.0,1119300.0,1252500.0,33774
1921,ON,"Peas, dry",55.0,915.0,39200.0,42900.0,2166
1921,ON,"Rye, all",35.0,905.0,45100.0,49700.0,1571
1921,ON,Sugar beets,0.72,21100.0,243100.0,11500.0,1742
1921,ON,Tame hay,2.33,2650.0,4002000.0,1509000.0,93155
1921,ON,"Wheat, all",39.0,1355.0,423900.0,312900.0,16376
1921,ON,"Wheat, spring",39.0,840.0,51900.0,61900.0,2014
1921,SK,Barley,17.0,1450.0,291000.0,201000.0,4858
1921,SK,"Beans, all dry (white and coloured)",69.0,1125.0,450.0,400.0,31
1921,SK,Corn for silage,0.94,2554.0,235000.0,9200.0,2199
1921,SK,Flaxseed,54.0,475.0,82000.0,173000.0,4443
1921,SK,Mixed grains,14.0,1515.0,14100.0,9300.0,194
1921,SK,Oats,15.0,1145.0,2630000.0,2299000.0,40372
1921,SK,"Peas, dry",90.0,1350.0,1350.0,1000.0,122
1921,SK,"Rye, all",26.0,705.0,344000.0,489000.0,9080
1921,SK,Tame hay,1.28,3580.0,429000.0,120000.0,5484
1921,SK,"Wheat, all",28.0,935.0,5117000.0,5486000.0,142880
1922,AB,Barley,19.0,890.0,136000.0,153000.0,2620
1922,AB,"Beans, all dry (white and coloured)",60.0,1000.0,50.0,50.0,3
1922,AB,Corn for silage,0.56,11750.0,74000.0,6300.0,411
1922,AB,Flaxseed,59.0,255.0,2300.0,9000.0,135
1922,AB,Mixed grains,19.0,1310.0,7600.0,5800.0,148
1922,AB,Oats,23.0,840.0,548000.0,653000.0,12432
1922,AB,"Peas, dry",74.0,835.0,500.0,600.0,37
1922,AB,"Rye, all",22.0,645.0,157000.0,244000.0,3403
1922,AB,Sugar beets,0.0,0.0,0.0,0.0,0
1922,AB,Tame hay,1.74,2050.0,266000.0,130000.0,4626
1922,AB,"Wheat, all",28.0,760.0,1768000.0,2333000.0,50031
1922,BC,Barley,41.0,1565.0,4700.0,3000.0,195
1922,BC,"Beans, all dry (white and coloured)",90.0,1335.0,600.0,450.0,54
1922,BC,Corn for silage,1.66,24740.0,47000.0,1900.0,779
1922,BC,Mixed grains,35.0,1575.0,3150.0,2000.0,109
1922,BC,Oats,40.0,1665.0,38800.0,23300.0,1560
1922,BC,"Peas, dry",77.0,1720.0,1550.0,900.0,119
1922,BC,"Rye, all",37.0,1285.0,3600.0,2800.0,133
1922,BC,Tame hay,3.0,3980.0,255000.0,64000.0,7640
1922,BC,"Wheat, all",45.0,1500.0,28200.0,18800.0,1264
1922,CA,Barley,21.0,1485.0,1564500.0,1052500.0,33335
1922,CA,"Beans, all dry (white and coloured)",105.0,1095.0,35500.0,32350.0,3714
1922,CA,Buckwheat,39.0,1210.0,211250.0,174400.0,8141
1922,CA,Corn for grain,33.0,2730.0,350900.0,128600.0,11510
1922,CA,Corn for silage,0.55,20100.0,5333000.0,265350.0,29198
1922,CA,Flaxseed,68.0,555.0,127200.0,229250.0,8639
1922,CA,Mixed grains,29.0,1795.0,565650.0,315450.0,16501
1922,CA,Oats,24.0,1290.0,7575750.0,5883950.0,185455
1922,CA,"Peas, dry",66.0,1215.0,93300.0,76800.0,6141
1922,CA,"Rye, all",23.0,965.0,822779.0,852543.0,18703
1922,CA,Sugar beets,0.87,20600.0,172700.0,8400.0,1500
1922,CA,Tame hay,1.48,3320.0,13874000.0,4176000.0,205245
1922,CA,"Wheat, all",31.0,1200.0,10879150.0,9073950.0,339419
1922,NB,Barley,43.0,1325.0,4100.0,3100.0,177
1922,NB,"Beans, all dry (white and coloured)",122.0,1205.0,1750.0,1450.0,214
1922,NB,Buckwheat,45.0,1375.0,30350.0,22100.0,1351
1922,NB,Corn for silage,1.11,16440.0,37000.0,2250.0,410
1922,NB,Mixed grains,41.0,1585.0,2300.0,1450.0,95
1922,NB,Oats,38.0,1175.0,149050.0,127050.0,5606
1922,NB,"Peas, dry",106.0,945.0,850.0,900.0,90
1922,NB,"Rye, all",39.0,1150.0,279.0,243.0,11
1922,NB,Tame hay,1.54,3360.0,953000.0,284000.0,14714
1922,NB,"Wheat, all",63.0,1180.0,10800.0,9150.0,685
1922,NS,Barley,45.0,1450.0,4200.0,2900.0,191
1922,NS,"Beans, all dry (white and coloured)",148.0,1280.0,1600.0,1250.0,236
1922,NS,Buckwheat,42.0,1300.0,4550.0,3500.0,189
1922,NS,Corn for silage,1.06,16000.0,8000.0,500.0,85
1922,NS,Mixed grains,42.0,1555.0,2800.0,1800.0,117
1922,NS,Oats,43.0,1265.0,70150.0,55400.0,2988
1922,NS,"Peas, dry",105.0,1600.0,400.0,250.0,42
1922,NS,"Rye, all",70.0,1000.0,100.0,100.0,7
1922,NS,Tame hay,1.79,3500.0,790000.0,226000.0,14154
1922,NS,"Wheat, all",59.0,1370.0,8000.0,5850.0,470
1922,ON,Barley,26.0,1730.0,304200.0,175600.0,7932
1922,ON,"Beans, all dry (white and coloured)",91.0,1050.0,17000.0,16200.0,1545
1922,ON,Buckwheat,32.0,1160.0,92900.0,80000.0,2993
1922,ON,Corn for grain,31.0,2925.0,313000.0,107000.0,9599
1922,ON,Corn for silage,0.48,22490.0,4003000.0,178000.0,19197
1922,ON,Flaxseed,38.0,675.0,1250.0,1850.0,48
1922,ON,Mixed grains,28.0,1945.0,434200.0,223500.0,12255
1922,ON,Oats,26.0,1455.0,1789500.0,1227900.0,46404
1922,ON,"Peas, dry",51.0,1325.0,56550.0,42700.0,2907
1922,ON,"Rye, all",30.0,1030.0,63500.0,61800.0,1900
1922,ON,Sugar beets,0.87,20600.0,172700.0,8400.0,1500
1922,ON,Tame hay,1.36,3660.0,5622000.0,1537000.0,76315
1922,ON,"Wheat, all",37.0,1425.0,541200.0,379300.0,20131
1922,ON,"Wheat, spring",37.0,1135.0,57200.0,50300.0,2100
1922,SK,Barley,17.0,1560.0,403000.0,258000.0,6972
1922,SK,"Beans, all dry (white and coloured)",93.0,835.0,750.0,900.0,70
1922,SK,Corn for silage,0.77,1090.0,170000.0,15600.0,1309
1922,SK,Flaxseed,67.0,550.0,103600.0,189000.0,6975
1922,SK,Mixed grains,15.0,1480.0,17600.0,11900.0,258
1922,SK,Oats,19.0,1345.0,2771000.0,2063000.0,52115
1922,SK,"Peas, dry",74.0,1555.0,1400.0,900.0,104
1922,SK,"Rye, all",21.0,1125.0,411000.0,365000.0,8567
1922,SK,Tame hay,0.9,3080.0,339000.0,110000.0,3053
1922,SK,"Wheat, all",31.0,1365.0,6808000.0,4991000.0,212642
1923,AB,Barley,15.0,2075.0,322000.0,155000.0,4889
1923,AB,"Beans, all dry (white and coloured)",80.0,600.0,150.0,250.0,12
1923,AB,Corn for silage,0.33,10410.0,228000.0,21900.0,753
1923,AB,Flaxseed,64.0,665.0,4000.0,6000.0,254
1923,AB,Mixed grains,12.0,2135.0,9600.0,4500.0,113
1923,AB,Oats,16.0,1905.0,1773000.0,931000.0,27595
1923,AB,"Peas, dry",52.0,1540.0,2000.0,1300.0,103
1923,AB,"Rye, all",16.0,1205.0,194400.0,161000.0,3056
1923,AB,"Rye, spring",16.0,985.0,37400.0,38000.0,589
1923,AB,Sugar beets,0.0,0.0,0.0,0.0,0
1923,AB,Tame hay,0.8,4170.0,459000.0,110000.0,3659
1923,AB,"Wheat, all",24.0,1885.0,3942000.0,2093000.0,94143
1923,BC,Barley,37.0,1815.0,4900.0,2700.0,183
1923,BC,"Beans, all dry (white and coloured)",89.0,1445.0,650.0,450.0,58
1923,BC,Corn for silage,1.95,25260.0,48000.0,1900.0,935
1923,BC,Mixed grains,34.0,1815.0,2900.0,1600.0,99
1923,BC,Oats,40.0,1965.0,48500.0,24700.0,1949
1923,BC,"Peas, dry",69.0,1600.0,1600.0,1000.0,110
1923,BC,"Rye, all",39.0,1375.0,4400.0,3200.0,172
1923,BC,Tame hay,2.21,5380.0,355000.0,66000.0,7844
1923,BC,"Wheat, all",44.0,1665.0,30500.0,18300.0,1328
1923,CA,Barley,19.0,1490.0,1676900.0,1126400.0,32571
1923,CA,"Beans, all dry (white and coloured)",98.0,1110.0,28400.0,25550.0,2773
1923,CA,Buckwheat,39.0,1190.0,212150.0,178100.0,8192
1923,CA,Corn for grain,36.0,2700.0,346000.0,128100.0,12466
1923,CA,Corn for silage,0.51,18080.0,4827000.0,267050.0,24605
1923,CA,Flaxseed,70.0,715.0,181400.0,253950.0,12644
1923,CA,Mixed grains,29.0,1780.0,607500.0,341250.0,17655
1923,CA,Oats,21.0,1495.0,8697350.0,5822150.0,184857
1923,CA,"Peas, dry",63.0,1155.0,78900.0,68450.0,4987
1923,CA,"Rye, all",19.0,1005.0,589900.0,585900.0,11340
1923,CA,"Rye, spring",17.0,970.0,129100.0,133200.0,2258
1923,CA,Sugar beets,0.71,21500.0,196100.0,9100.0,1401
1923,CA,Tame hay,1.21,3530.0,14400000.0,4083000.0,174796
1923,CA,"Wheat, all",25.0,1455.0,12905350.0,8856050.0,316995
1923,NB,Barley,45.0,1600.0,3600.0,2250.0,163
1923,NB,"Beans, all dry (white and coloured)",159.0,1000.0,750.0,750.0,119
1923,NB,Buckwheat,39.0,1350.0,23450.0,17400.0,910
1923,NB,Corn for silage,0.55,21880.0,35000.0,1600.0,194
1923,NB,Mixed grains,39.0,1525.0,1450.0,950.0,56
1923,NB,Oats,36.0,1185.0,108050.0,91350.0,3939
1923,NB,"Peas, dry",94.0,1085.0,650.0,600.0,61
1923,NB,"Rye, all",30.0,2000.0,100.0,50.0,3
1923,NB,Tame hay,1.27,2580.0,580000.0,225000.0,7346
1923,NB,"Wheat, all",61.0,1280.0,7500.0,5850.0,459
1923,NS,Barley,50.0,1580.0,4500.0,2850.0,225
1923,NS,"Beans, all dry (white and coloured)",108.0,1190.0,950.0,800.0,103
1923,NS,Buckwheat,53.0,1260.0,4100.0,3250.0,216
1923,NS,Corn for silage,0.53,22220.0,10000.0,450.0,53
1923,NS,Mixed grains,44.0,1750.0,2450.0,1400.0,107
1923,NS,Oats,47.0,1305.0,59800.0,45750.0,2804
1923,NS,"Peas, dry",96.0,1250.0,250.0,200.0,24
1923,NS,"Rye, all",30.0,2000.0,100.0,50.0,3
1923,NS,Tame hay,1.38,4040.0,807000.0,200000.0,11128
1923,NS,"Wheat, all",49.0,1260.0,6500.0,5150.0,320
1923,ON,Barley,27.0,1610.0,294400.0,183100.0,8063
1923,ON,"Beans, all dry (white and coloured)",87.0,1040.0,17300.0,16600.0,1508
1923,ON,Buckwheat,34.0,1170.0,109100.0,93200.0,3727
1923,ON,Corn for grain,35.0,2845.0,327000.0,115000.0,11318
1923,ON,Corn for silage,0.49,19950.0,3312000.0,166000.0,16284
1923,ON,Flaxseed,43.0,635.0,1750.0,2750.0,76
1923,ON,Mixed grains,29.0,1855.0,487500.0,262600.0,13970
1923,ON,Oats,29.0,1330.0,1596000.0,1200900.0,45850
1923,ON,"Peas, dry",53.0,1165.0,55250.0,47500.0,2912
1923,ON,"Rye, all",31.0,1025.0,51100.0,49900.0,1592
1923,ON,Sugar beets,0.71,21600.0,196100.0,9100.0,1401
1923,ON,Tame hay,1.2,3790.0,5977000.0,1577000.0,71651
1923,ON,"Wheat, all",35.0,1505.0,504700.0,335200.0,17789
1923,ON,"Wheat, spring",36.0,1165.0,52700.0,45200.0,1886
1923,SK,Barley,16.0,1620.0,420000.0,259000.0,6747
1923,SK,"Beans, all dry (white and coloured)",110.0,1715.0,600.0,350.0,66
1923,SK,Corn for silage,0.58,1108.0,277000.0,25000.0,1600
1923,SK,Flaxseed,69.0,745.0,139600.0,188000.0,9614
1923,SK,Mixed grains,15.0,1620.0,19300.0,11900.0,283
1923,SK,Oats,16.0,1695.0,3363000.0,1982000.0,54519
1923,SK,"Peas, dry",61.0,1875.0,1500.0,800.0,91
1923,SK,"Rye, all",18.0,945.0,217700.0,230000.0,3861
1923,SK,"Rye, spring",18.0,1025.0,75700.0,74000.0,1341
1923,SK,Tame hay,0.89,4000.0,400000.0,100000.0,3551
1923,SK,"Wheat, all",24.0,1430.0,7392000.0,5176000.0,176554
1924,AB,Barley,27.0,1345.0,269000.0,200000.0,7285
1924,AB,"Beans, all dry (white and coloured)",70.0,500.0,100.0,200.0,7
1924,AB,Corn for silage,0.55,6560.0,179000.0,27300.0,985
1924,AB,Flaxseed,76.0,235.0,1400.0,6000.0,106
1924,AB,Mixed grains,31.0,1260.0,6800.0,5400.0,209
1924,AB,Oats,27.0,915.0,852000.0,932000.0,22653
1924,AB,"Peas, dry",75.0,1145.0,800.0,700.0,60
1924,AB,"Rye, all",38.0,630.0,69900.0,111000.0,2662
1924,AB,"Rye, spring",0.0,630.0,23900.0,38000.0,0
1924,AB,Sugar beets,0.0,0.0,0.0,0.0,0
1924,AB,Tame hay,1.2,2690.0,323000.0,120000.0,3864
1924,AB,"Wheat, all",44.0,740.0,1669000.0,2256000.0,73575
1924,BC,Barley,44.0,1680.0,4200.0,2500.0,186
1924,BC,"Beans, all dry (white and coloured)",116.0,1835.0,550.0,300.0,64
1924,BC,Corn for silage,1.37,23000.0,46000.0,2000.0,630
1924,BC,Flaxseed,68.0,725.0,400.0,550.0,27
1924,BC,Mixed grains,43.0,1750.0,2800.0,1600.0,121
1924,BC,Oats,44.0,1415.0,41100.0,29000.0,1813
1924,BC,"Peas, dry",87.0,1780.0,1600.0,900.0,139
1924,BC,"Rye, all",46.0,970.0,3000.0,3100.0,139
1924,BC,Tame hay,2.24,4270.0,282000.0,66000.0,6318
1924,BC,"Wheat, all",53.0,1450.0,27700.0,19100.0,1466
1924,CA,Barley,32.0,1400.0,1933700.0,1379400.0,61760
1924,CA,"Beans, all dry (white and coloured)",102.0,1115.0,32450.0,29050.0,3307
1924,CA,Buckwheat,41.0,1390.0,248400.0,179000.0,10149
1924,CA,Corn for grain,47.0,2545.0,304800.0,119700.0,14227
1924,CA,Corn for silage,0.56,17910.0,5207000.0,290700.0,29380
1924,CA,Flaxseed,77.0,475.0,246200.0,516350.0,18849
1924,CA,Mixed grains,35.0,1905.0,653000.0,343050.0,22626
1924,CA,Oats,32.0,1070.0,6260850.0,5863550.0,200688
1924,CA,"Peas, dry",64.0,1215.0,88150.0,72600.0,5676
1924,CA,"Rye, all",39.0,970.0,349400.0,360800.0,13679
1924,CA,"Rye, spring",21.0,665.0,51700.0,78000.0,1063
1924,CA,Sugar beets,0.75,20700.0,303000.0,14600.0,2268
1924,CA,Tame hay,1.23,3520.0,14711000.0,4179000.0,180292
1924,CA,"Wheat, all",45.0,800.0,7132200.0,8924950.0,320362
1924,NB,Barley,46.0,1585.0,3250.0,2050.0,150
1924,NB,"Beans, all dry (white and coloured)",131.0,1300.0,650.0,500.0,85
1924,NB,Buckwheat,35.0,1410.0,21850.0,15500.0,771
1924,NB,Corn for silage,0.55,21050.0,20000.0,950.0,110
1924,NB,Mixed grains,37.0,1630.0,1550.0,950.0,57
1924,NB,Oats,41.0,1095.0,91000.0,83050.0,3751
1924,NB,"Peas, dry",84.0,1100.0,550.0,500.0,46
1924,NB,"Rye, all",55.0,2000.0,200.0,100.0,11
1924,NB,Tame hay,1.32,2500.0,540000.0,216000.0,7140
1924,NB,"Wheat, all",65.0,1190.0,5600.0,4700.0,364
1924,NS,Barley,48.0,1420.0,4050.0,2850.0,195
1924,NS,"Beans, all dry (white and coloured)",140.0,1230.0,800.0,650.0,112
1924,NS,Buckwheat,51.0,1235.0,3650.0,2950.0,186
1924,NS,Corn for silage,0.62,15000.0,6000.0,400.0,37
1924,NS,Mixed grains,54.0,1680.0,2350.0,1400.0,128
1924,NS,Oats,50.0,1270.0,59450.0,46850.0,2988
1924,NS,"Peas, dry",88.0,1250.0,250.0,200.0,22
1924,NS,"Rye, all",40.0,1000.0,100.0,100.0,4
1924,NS,Tame hay,1.3,3560.0,733000.0,206000.0,9494
1924,NS,"Wheat, all",60.0,1230.0,4550.0,3700.0,271
1924,ON,Barley,36.0,1785.0,317200.0,177700.0,11287
1924,ON,"Beans, all dry (white and coloured)",97.0,1110.0,23300.0,21000.0,2271
1924,ON,Buckwheat,38.0,1440.0,140400.0,97400.0,5401
1924,ON,Corn for grain,46.0,2645.0,283000.0,107000.0,12924
1924,ON,Corn for silage,0.54,22130.0,3608000.0,163000.0,19527
1924,ON,Flaxseed,64.0,755.0,2000.0,2650.0,128
1924,ON,Mixed grains,34.0,2060.0,538900.0,261300.0,18149
1924,ON,Oats,33.0,1505.0,1762000.0,1170400.0,58794
1924,ON,"Peas, dry",56.0,1260.0,66850.0,53000.0,3771
1924,ON,"Rye, all",40.0,1140.0,58400.0,51200.0,2331
1924,ON,Sugar beets,0.75,20700.0,303000.0,14600.0,2268
1924,ON,Tame hay,1.2,3820.0,6063000.0,1589000.0,72922
1924,ON,"Wheat, all",47.0,1905.0,635000.0,333000.0,29711
1924,ON,"Wheat, spring",48.0,1295.0,53000.0,41000.0,2532
1924,SK,Barley,29.0,980.0,378000.0,386000.0,10937
1924,SK,"Beans, all dry (white and coloured)",70.0,570.0,200.0,350.0,14
1924,SK,Corn for silage,0.65,713.0,251000.0,35200.0,1640
1924,SK,Flaxseed,77.0,415.0,155400.0,375000.0,11932
1924,SK,Mixed grains,28.0,1125.0,13400.0,11900.0,375
1924,SK,Oats,28.0,750.0,1501000.0,2000000.0,41858
1924,SK,"Peas, dry",72.0,1250.0,750.0,600.0,54
1924,SK,"Rye, all",37.0,890.0,64000.0,72000.0,2382
1924,SK,"Rye, spring",38.0,585.0,17000.0,29000.0,638
1924,SK,Tame hay,0.98,3130.0,376000.0,120000.0,3668
1924,SK,"Wheat, all",44.0,685.0,3617000.0,5274000.0,160831
1925,AB,Barley,20.0,1385.0,245000.0,177000.0,4836
1925,AB,"Beans, all dry (white and coloured)",73.0,1500.0,150.0,100.0,11
1925,AB,Corn for silage,0.91,4670.0,14000.0,3000.0,127
1925,AB,Flaxseed,70.0,300.0,2100.0,7000.0,148
1925,AB,Mixed grains,20.0,960.0,2300.0,2400.0,47
1925,AB,Oats,21.0,1180.0,906000.0,769000.0,18758
1925,AB,"Peas, dry",54.0,1000.0,700.0,700.0,38
1925,AB,"Rye, all",27.0,725.0,22500.0,31000.0,599
1925,AB,"Rye, spring",26.0,865.0,9500.0,11000.0,249
1925,AB,Sugar beets,0.65,17100.0,37600.0,2200.0,245
1925,AB,Tame hay,1.43,2430.0,194000.0,80000.0,2783
1925,AB,"Wheat, all",44.0,1230.0,2666000.0,2164000.0,116735
1925,BC,Barley,43.0,1600.0,4000.0,2500.0,173
1925,BC,"Beans, all dry (white and coloured)",109.0,1375.0,550.0,400.0,60
1925,BC,Corn for silage,1.06,25380.0,66000.0,2600.0,701
1925,BC,Flaxseed,73.0,600.0,300.0,500.0,22
1925,BC,Mixed grains,44.0,1750.0,2800.0,1600.0,124
1925,BC,Oats,42.0,1400.0,43300.0,30900.0,1798
1925,BC,"Peas, dry",91.0,1600.0,1600.0,1000.0,146
1925,BC,"Rye, all",44.0,905.0,2900.0,3200.0,128
1925,BC,Tame hay,2.1,4670.0,341000.0,73000.0,7159
1925,BC,"Wheat, all",53.0,1505.0,29200.0,19400.0,1533
1925,CA,Barley,24.0,1330.0,1896450.0,1426250.0,46014
1925,CA,"Beans, all dry (white and coloured)",95.0,1240.0,40850.0,32900.0,3877
1925,CA,Buckwheat,39.0,1195.0,229600.0,191900.0,8965
1925,CA,Corn for grain,37.0,2775.0,268000.0,96500.0,9939
1925,CA,Corn for silage,0.44,20280.0,4256000.0,209850.0,18911
1925,CA,Flaxseed,73.0,465.0,158400.0,340550.0,11542
1925,CA,Mixed grains,32.0,1940.0,675650.0,348100.0,21432
1925,CA,Oats,27.0,1220.0,6204600.0,5081200.0,167171
1925,CA,"Peas, dry",60.0,1255.0,92900.0,74000.0,5616
1925,CA,"Rye, all",30.0,900.0,232800.0,259050.0,7048
1925,CA,"Rye, spring",28.0,845.0,33400.0,39500.0,935
1925,CA,Sugar beets,0.67,23800.0,416100.0,17500.0,2794
1925,CA,Tame hay,1.17,3640.0,15009000.0,4129000.0,175006
